transaction_id,account_id,transaction_type,transaction_amount,transaction_date,transaction_mode,merchant_category
T08354,A0239,CREDIT,489482.3,2025-03-27,Mobile Banking,Entertainment
T06687,A0550,DEBIT,68999.56,2025-01-01,Mobile Banking,Restaurant
T05383,A0514,DEBIT,356338.32,2024-04-01,Mobile Banking,Travel
T02161,A0023,CREDIT,286385.99,2026-08-05,Net Banking,Restaurant
T06036,A0253,DEBIT,331727.11,2026-03-21,Net Banking,Restaurant
T09750,A0334,TRANSFER,4715.07,2025-01-06,Net Banking,Healthcare
T01107,A0384,CREDIT,477860.28,2024-07-12,Mobile Banking,Fuel
T01545,A0241,DEBIT,192352.37,2026-08-29,Net Banking,Education
T00785,A0435,DEBIT,85443.97,2026-04-02,Net Banking,Entertainment
T01728,A0559,DEBIT,481218.75,2026-02-08,UPI,Entertainment
T08592,A0344,DEBIT,337981.19,2026-02-15,Debit Card,Entertainment
T04049,A0343,DEBIT,99144.2,2026-04-27,Net Banking,Online Shopping
T06625,A0422,CREDIT,219525.15,2024-06-01,Debit Card,Online Shopping
T01983,A0329,CREDIT,321860.33,2024-05-06,ATM,Education
T07136,A0248,CREDIT,119587.59,2024-12-02,Credit Card,Fuel
T04011,A0440,CREDIT,401055.93,2025-10-23,Credit Card,Online Shopping
T06858,A0439,CREDIT,315055.25,2025-01-04,Net Banking,Entertainment
T05129,A0129,CREDIT,440715.82,2026-06-16,Mobile Banking,Restaurant
T01262,A0268,CREDIT,119708.76,2025-10-22,Mobile Banking,Education
T05544,A0042,CREDIT,442166.59,2025-11-12,ATM,Education
T00941,A0273,DEBIT,45770.46,2024-07-13,Mobile Banking,Online Shopping
T05366,A0073,DEBIT,181942.01,2024-10-21,Net Banking,Fuel
T08112,A0277,CREDIT,280724.75,2025-05-23,Mobile Banking,Education
T08951,A0552,DEBIT,499345.09,2025-03-23,UPI,Retail
T01938,A0309,CREDIT,149426.82,2025-08-17,Debit Card,Grocery
T04089,A0455,DEBIT,51709.78,2024-09-18,Debit Card,Restaurant
T00758,A0342,DEBIT,383444.34,2025-07-20,UPI,Retail
T01709,A0105,CREDIT,130623.07,2026-08-10,Credit Card,Grocery
T06579,A0155,CREDIT,181253.93,2025-04-08,ATM,Utilities
T04328,A0387,CREDIT,474025.28,2025-03-10,Net Banking,Retail
T09095,A0275,DEBIT,417930.91,2025-11-09,Net Banking,Travel
T05270,A0367,CREDIT,342870.96,2024-09-05,Credit Card,Online Shopping
T05525,A0008,CREDIT,248825.55,2024-06-16,Credit Card,Grocery
T03386,A0269,CREDIT,45696.12,2026-08-07,Net Banking,Retail
T03781,A0196,DEBIT,469643.88,2024-05-28,Net Banking,Utilities
T03240,A0219,DEBIT,238270.79,2025-06-06,Debit Card,Entertainment
T06058,A0404,DEBIT,174850.53,2025-11-06,ATM,Fuel
T03737,A0497,DEBIT,225588.51,2024-09-06,ATM,Education
T03635,A0096,DEBIT,200290.0,2024-03-06,UPI,Travel
T02831,A0461,CREDIT,496942.56,2025-09-05,ATM,Online Shopping
T02393,A0458,DEBIT,457607.77,2024-02-18,UPI,Travel
T05180,A0457,CREDIT,91940.01,2024-03-06,Debit Card,Fuel
T05664,A0342,CREDIT,374595.13,2025-12-18,Net Banking,Restaurant
T01678,A0016,DEBIT,404390.2,2024-04-10,Mobile Banking,Grocery
T01303,A0558,CREDIT,259832.47,2025-08-12,UPI,Restaurant
T02027,A0271,DEBIT,133273.88,2024-05-15,UPI,Education
T08143,A0372,CREDIT,191858.16,2025-04-10,Mobile Banking,Restaurant
T03921,A0021,DEBIT,392335.26,2024-09-13,Net Banking,Retail
T04749,A0494,CREDIT,344618.43,2024-11-07,UPI,Grocery
T05926,A0181,DEBIT,374604.16,2024-11-08,ATM,Entertainment
T06116,A0398,DEBIT,121194.22,2024-08-12,ATM,Restaurant
T00501,A0199,CREDIT,363183.68,2026-04-06,Credit Card,Restaurant
T03100,A0490,CREDIT,258337.49,2025-12-28,Debit Card,Restaurant
T09592,A9999,DEBIT,2398.69,2026-05-27,Mobile Banking,Healthcare
T07289,A0341,CREDIT,228086.71,2024-06-06,Net Banking,Healthcare
T05284,A0494,DEBIT,91361.94,2025-10-01,ATM,Utilities
T07710,A0556,DEBIT,30716.69,2026-07-22,UPI,Fuel
T09548,,CREDIT,12641.76,2025-04-27,Debit Card,Restaurant
T07157,A0466,CREDIT,319624.63,2024-06-08,Debit Card,Travel
T05101,A0428,CREDIT,398073.53,2024-09-12,Net Banking,Education
T00986,A0541,DEBIT,444709.55,2025-02-15,Net Banking,Restaurant
T07091,A0370,CREDIT,371716.83,2026-01-06,ATM,Restaurant
T04983,A0193,CREDIT,416494.54,2025-12-27,Net Banking,Education
T04821,A0092,DEBIT,490622.34,2025-05-07,ATM,Education
T03446,A0286,CREDIT,167617.95,2026-06-20,Net Banking,Grocery
T05274,A0505,DEBIT,340558.89,2026-06-02,Mobile Banking,Grocery
T06105,A0420,DEBIT,242263.71,2024-06-09,Credit Card,Education
T07234,A0230,CREDIT,487084.86,2025-10-28,ATM,Entertainment
T06168,A0067,CREDIT,267411.18,2024-11-21,Credit Card,Education
T03006,A0415,CREDIT,402444.64,2025-11-09,Debit Card,Healthcare
T00800,A0094,CREDIT,71752.33,2025-05-01,UPI,Utilities
T09808,A0050,CREDIT,16442.78,2024-02-23,Telegram,Retail
T04666,A0134,CREDIT,329624.53,2025-02-02,Credit Card,Utilities
T04458,A0073,CREDIT,141783.4,2025-09-08,Debit Card,Utilities
T00745,A0390,CREDIT,318893.54,2025-05-10,Net Banking,Grocery
T09288,A0056,DEBIT,79573.46,2025-07-27,Net Banking,Restaurant
T03809,A0215,CREDIT,218451.12,2025-06-06,Net Banking,Utilities
T01358,A0196,DEBIT,486173.11,2024-07-15,Debit Card,Education
T01867,A0066,CREDIT,415363.45,2025-12-17,Credit Card,Retail
T03136,A0434,CREDIT,445562.53,2025-05-14,Debit Card,Fuel
T00683,A0136,CREDIT,140422.0,2025-11-29,Debit Card,Online Shopping
T00466,A0146,CREDIT,137025.27,2024-03-24,Debit Card,Entertainment
T09082,A0552,CREDIT,38852.27,2025-10-28,ATM,Restaurant
T00245,A0440,DEBIT,185455.48,2026-06-30,Debit Card,Utilities
T08649,A0465,DEBIT,353947.8,2024-10-10,ATM,Utilities
T06167,A0195,CREDIT,204432.12,2025-03-01,Credit Card,Grocery
T00679,A0445,DEBIT,391328.08,2026-08-08,Mobile Banking,Retail
T05505,A0390,CREDIT,12601.08,2026-05-31,Net Banking,Travel
T09171,A0120,CREDIT,368888.87,2025-04-19,Credit Card,Online Shopping
T03889,A0533,CREDIT,98089.0,2026-02-25,Mobile Banking,Retail
T02777,A0118,CREDIT,321492.77,2026-03-22,Net Banking,Restaurant
T06595,A0450,DEBIT,409708.35,2026-04-22,Mobile Banking,Education
T00342,A0195,DEBIT,20224.13,2025-02-08,Credit Card,Utilities
T04580,A0075,CREDIT,243871.86,2025-08-13,UPI,Online Shopping
T05123,A0254,DEBIT,228585.36,2025-11-15,Debit Card,Fuel
T03633,A0476,CREDIT,314855.91,2026-07-25,Mobile Banking,Retail
T03962,A0562,DEBIT,16981.63,2026-02-24,Credit Card,Entertainment
T02830,A0116,DEBIT,179460.39,2025-08-02,Net Banking,Healthcare
T05665,A0322,DEBIT,328439.99,2024-10-27,Debit Card,Healthcare
T07681,A0274,DEBIT,103866.23,2024-03-01,UPI,Fuel
T04628,A0554,CREDIT,446833.35,2025-10-30,Mobile Banking,Healthcare
T00274,A0054,CREDIT,428403.72,2026-01-14,Credit Card,Restaurant
T00328,A0180,CREDIT,183588.76,2024-05-16,Net Banking,Utilities
T02362,A0542,DEBIT,162750.88,2026-08-18,Mobile Banking,Retail
T08865,A0243,DEBIT,231610.32,2024-04-19,Mobile Banking,Utilities
T07324,A0041,DEBIT,448147.7,2025-04-04,ATM,Restaurant
T02691,A0009,CREDIT,292298.62,2026-04-05,ATM,Grocery
T03287,A0368,CREDIT,259958.97,2026-03-31,Net Banking,Healthcare
T03333,A0139,CREDIT,99291.41,2025-05-12,UPI,Education
T07347,A0357,DEBIT,281967.61,2024-06-16,ATM,Fuel
T01363,A0211,DEBIT,91620.61,2025-10-25,Credit Card,Utilities
T06494,A0295,CREDIT,293250.84,2025-02-02,ATM,Healthcare
T02364,A0349,DEBIT,18336.03,2023-10-14,UPI,Grocery
T00130,A0194,DEBIT,394814.94,2024-12-01,ATM,Retail
T00318,A0274,CREDIT,459228.98,2025-10-16,Debit Card,Travel
T07705,A0283,DEBIT,152279.66,2025-11-03,UPI,Grocery
T07095,A0025,CREDIT,269092.76,2025-10-01,Mobile Banking,Restaurant
T09503,,CREDIT,28925.48,2026-04-08,Net Banking,Fuel
T07678,A0077,DEBIT,412266.78,2024-01-14,UPI,Online Shopping
T08867,A0270,DEBIT,478406.81,2025-01-18,Debit Card,Grocery
T00815,A0107,CREDIT,184829.98,2025-09-19,Mobile Banking,Grocery
T03711,A0026,DEBIT,436072.45,2024-01-24,Credit Card,Healthcare
T05368,A0500,CREDIT,234063.03,2024-11-02,Mobile Banking,Restaurant
T06816,A0065,DEBIT,53193.42,2026-01-14,UPI,Travel
T03991,A0154,CREDIT,73655.07,2024-06-12,Mobile Banking,Retail
T08062,A0532,DEBIT,329438.6,2026-01-03,ATM,Utilities
T02675,A0442,DEBIT,303729.99,2025-02-20,Mobile Banking,Retail
T00251,A0018,DEBIT,436729.9,2026-04-06,Mobile Banking,Utilities
T04220,A0075,CREDIT,87687.03,2024-11-23,Debit Card,Fuel
T09304,A0332,DEBIT,304976.9,2026-04-30,ATM,Grocery
T06798,A0122,CREDIT,230114.57,2026-05-10,Net Banking,Entertainment
T05599,A0174,DEBIT,369959.82,2025-12-26,Net Banking,Restaurant
T01967,A0459,DEBIT,384898.49,2025-09-21,Mobile Banking,Entertainment
T06402,A0128,CREDIT,333907.99,2026-04-10,ATM,Fuel
T01002,A0370,DEBIT,418283.66,2025-03-20,Mobile Banking,Restaurant
T00759,A0532,CREDIT,181112.67,2024-07-22,ATM,Education
T02475,A0138,CREDIT,235821.24,2024-07-05,Credit Card,Retail
T03539,A0066,CREDIT,359195.94,2024-10-26,Net Banking,Retail
T06476,A0035,DEBIT,402498.92,2026-05-16,Credit Card,Retail
T00281,A0010,DEBIT,363006.16,2025-08-12,UPI,Grocery
T06572,A0469,DEBIT,378910.66,2024-04-23,Mobile Banking,Education
T00200,A0494,CREDIT,167619.1,2025-09-15,Net Banking,Entertainment
T03504,A0053,DEBIT,98617.16,2024-06-25,Net Banking,Travel
T04923,A0272,CREDIT,218244.81,2024-05-15,ATM,Fuel
T06128,A0447,DEBIT,102572.42,2025-03-27,Mobile Banking,Education
T03177,A0048,CREDIT,57024.51,2024-07-31,Debit Card,Education
T03493,A0440,DEBIT,177032.52,2026-06-13,Net Banking,Travel
T01333,A0067,CREDIT,131461.51,2026-08-29,Mobile Banking,Utilities
T00072,A0280,CREDIT,331172.29,2024-11-25,Debit Card,Travel
T04468,A0469,DEBIT,418868.83,2024-07-21,Debit Card,Healthcare
T06031,A0534,DEBIT,93431.98,2024-04-12,Debit Card,Education
T00439,A0290,DEBIT,250158.02,2024-11-18,Credit Card,Utilities
T07228,A0547,DEBIT,263037.19,2025-03-19,Debit Card,Healthcare
T01702,A0559,DEBIT,153618.41,2025-08-29,UPI,Grocery
T00959,A0427,DEBIT,114438.93,2024-09-26,Credit Card,Restaurant
T01738,A0400,DEBIT,363871.53,2024-12-05,Mobile Banking,Entertainment
T03454,A0444,DEBIT,464941.3,2025-09-11,Credit Card,Fuel
T09162,A0297,DEBIT,176997.93,2024-12-31,Mobile Banking,Education
T04984,A0488,DEBIT,205437.22,2024-07-28,ATM,Entertainment
T01413,A0385,DEBIT,186874.35,2024-11-18,Credit Card,Travel
T00756,A0212,CREDIT,473944.11,2025-09-20,Net Banking,Utilities
T04158,A0467,DEBIT,2063.97,2024-03-14,Credit Card,Entertainment
T05148,A0241,CREDIT,410327.26,2026-01-12,Credit Card,Fuel
T07962,A0386,DEBIT,495701.73,2025-11-12,Net Banking,Online Shopping
T08382,A0372,CREDIT,489932.23,2024-03-08,ATM,Retail
T00349,A0445,DEBIT,144804.37,2025-05-12,UPI,Healthcare
T05316,A0411,CREDIT,53112.16,2026-06-16,Credit Card,Restaurant
T01292,A0279,CREDIT,117485.77,2025-04-03,UPI,Retail
T06565,A0518,CREDIT,147477.03,2026-06-14,UPI,Entertainment
T07203,A0108,CREDIT,228104.48,2026-01-22,Debit Card,Healthcare
T06154,A0057,DEBIT,138792.95,2025-01-07,Mobile Banking,Retail
T07284,A0426,DEBIT,277593.17,2024-05-12,Net Banking,Retail
T09001,A0296,CREDIT,322585.67,2025-12-28,Credit Card,Restaurant
T09158,A0028,DEBIT,139116.77,2025-06-12,UPI,Retail
T08526,A0530,CREDIT,202007.75,2025-12-30,Debit Card,Education
T04004,A0374,CREDIT,361211.2,2025-08-02,Credit Card,Entertainment
T02291,A0094,DEBIT,358877.89,2024-06-16,Mobile Banking,Grocery
T05213,A0070,CREDIT,391167.34,2024-10-29,Credit Card,Online Shopping
T08459,A0243,CREDIT,5337.84,2025-05-23,UPI,Grocery
T03354,A0428,DEBIT,89743.63,2026-08-25,ATM,Utilities
T05070,A0202,DEBIT,373029.7,2024-05-05,Credit Card,Travel
T00724,A0287,CREDIT,116208.55,2025-05-20,Debit Card,Retail
T06664,A0031,DEBIT,351646.06,2026-02-04,Mobile Banking,Healthcare
T04719,A0288,DEBIT,15015.57,2025-02-17,UPI,Fuel
T07218,A0398,CREDIT,342610.05,2026-06-05,UPI,Education
T01652,A0103,CREDIT,383820.56,2024-09-17,Debit Card,Utilities
T09332,A0002,DEBIT,387574.4,2024-06-27,Net Banking,Entertainment
T04539,A0260,CREDIT,184998.74,2024-07-01,Net Banking,Online Shopping
T08594,A0131,DEBIT,75430.44,2026-06-07,Debit Card,Travel
T08502,A0051,CREDIT,218483.85,2025-03-02,Mobile Banking,Grocery
T03476,A0005,CREDIT,131018.94,2025-08-31,Mobile Banking,Grocery
T02904,A0282,DEBIT,143376.92,2025-09-15,UPI,Restaurant
T05924,A0433,DEBIT,484498.76,2024-02-11,Credit Card,Fuel
T03678,A0267,DEBIT,51404.25,2025-02-05,Credit Card,Utilities
T00348,A0054,DEBIT,214889.56,2025-09-03,Mobile Banking,Retail
T04019,A0314,CREDIT,314869.32,2024-12-16,Debit Card,Fuel
T05153,A0203,DEBIT,228088.7,2025-05-31,Credit Card,Healthcare
T02966,A0517,DEBIT,13683.85,2025-01-18,ATM,Retail
T03535,A0156,CREDIT,72710.31,2025-09-14,ATM,Healthcare
T08833,A0382,DEBIT,77462.88,2026-06-24,ATM,Retail
T03070,A0554,CREDIT,147521.03,2024-05-30,Credit Card,Utilities
T01721,A0179,CREDIT,490852.85,2024-05-22,Debit Card,Fuel
T08248,A0141,CREDIT,435889.48,2025-01-14,UPI,Retail
T00729,A0450,CREDIT,442686.05,2024-10-22,Debit Card,Fuel
T05044,A0473,DEBIT,411657.98,2026-05-21,Credit Card,Retail
T09081,A0093,DEBIT,275350.58,2025-06-28,Mobile Banking,Fuel
T03683,A0530,DEBIT,9421.41,2026-08-06,Debit Card,Utilities
T05765,A0112,CREDIT,479532.47,2024-12-24,Debit Card,Grocery
T00673,A0511,CREDIT,135222.26,2025-08-25,Credit Card,Restaurant
T07599,A0159,DEBIT,206218.27,2025-06-07,ATM,Utilities
T05105,A0500,DEBIT,199740.08,2025-01-27,Net Banking,Retail
T06450,A0254,CREDIT,292010.8,2025-02-15,Credit Card,Retail
T09444,A0442,DEBIT,256584.76,2024-01-27,ATM,Online Shopping
T00806,A0453,DEBIT,347580.37,2024-09-13,Mobile Banking,Online Shopping
T00411,A0331,CREDIT,91017.98,2025-01-29,Debit Card,Utilities
T02568,A0564,CREDIT,133571.58,2025-10-21,Mobile Banking,Retail
T06052,A0418,DEBIT,298115.68,2025-02-08,ATM,Utilities
T01297,A0179,DEBIT,186117.75,2024-12-21,Debit Card,Grocery
T06337,A0264,DEBIT,94243.61,2026-08-05,ATM,Online Shopping
T00386,A0565,CREDIT,408441.83,2024-08-13,Debit Card,Restaurant
T08807,A0265,DEBIT,416226.58,2026-03-25,Credit Card,Entertainment
T03716,A0519,CREDIT,121159.86,2024-10-24,Mobile Banking,Restaurant
T08124,A0508,DEBIT,467276.72,2024-03-20,UPI,Grocery
T07765,A0386,CREDIT,223045.4,2026-04-11,Debit Card,Entertainment
T06159,A0351,DEBIT,34654.93,2025-07-09,Credit Card,Restaurant
T04322,A0379,DEBIT,405658.13,2024-12-14,Net Banking,Utilities
T05947,A0479,CREDIT,490543.26,2024-02-15,Mobile Banking,Travel
T05503,A0244,CREDIT,430537.68,2025-07-12,Mobile Banking,Travel
T07224,A0529,CREDIT,495.41,2025-06-27,UPI,Entertainment
T06498,A0492,CREDIT,104159.03,2025-05-04,Mobile Banking,Retail
T07523,A0370,CREDIT,345951.39,2025-08-27,Net Banking,Retail
T08093,A0547,DEBIT,149065.69,2024-11-21,UPI,Education
T02407,A0221,DEBIT,219844.46,2024-01-31,Debit Card,Entertainment
T08188,A0459,DEBIT,304847.81,2025-05-17,Debit Card,Healthcare
T02006,A0276,CREDIT,37005.49,2026-07-15,Mobile Banking,Healthcare
T08251,A0142,CREDIT,338699.72,2024-12-09,Credit Card,Fuel
T05397,A0043,DEBIT,449528.55,2026-01-18,Credit Card,Grocery
T09131,A0053,CREDIT,233918.22,2024-03-31,Net Banking,Online Shopping
T00563,A0114,CREDIT,57682.43,2026-07-05,UPI,Fuel
T08252,A0297,CREDIT,223289.79,2025-02-26,Mobile Banking,Travel
T06560,A0415,DEBIT,395507.82,2024-01-20,Net Banking,Education
T09149,A0067,DEBIT,299097.4,2024-12-20,Debit Card,Travel
T02262,A0342,DEBIT,432173.14,2025-06-25,Mobile Banking,Fuel
T09390,A0379,CREDIT,397395.31,2024-10-04,Net Banking,Education
T05054,A0435,DEBIT,373529.07,2026-06-19,Mobile Banking,Education
T03887,A0231,DEBIT,239944.06,2026-03-01,Mobile Banking,Fuel
T02430,A0548,CREDIT,406061.32,2025-07-24,UPI,Utilities
T03357,A0381,CREDIT,93104.63,2026-03-17,ATM,Restaurant
T00007,A0207,DEBIT,484821.37,2026-02-26,UPI,Travel
T04644,A0151,DEBIT,190628.71,2024-06-05,UPI,Utilities
T05357,A0465,DEBIT,35628.49,2026-04-29,Mobile Banking,Restaurant
T00963,A0468,DEBIT,9837.86,2025-12-22,ATM,Travel
T07093,A0483,DEBIT,164285.09,2025-04-07,Net Banking,Online Shopping
T02129,A0237,DEBIT,228513.34,2024-12-30,Credit Card,Fuel
T06723,A0217,DEBIT,51476.97,2026-03-25,UPI,Healthcare
T02166,A0377,CREDIT,132920.97,2025-01-29,UPI,Restaurant
T05262,A0023,DEBIT,12276.22,2024-06-09,Debit Card,Restaurant
T09370,A0228,CREDIT,249458.62,2025-08-26,UPI,Grocery
T06700,A0161,CREDIT,455675.74,2024-11-18,ATM,Grocery
T05841,A0107,CREDIT,255773.91,2025-06-23,Credit Card,Online Shopping
T04372,A0050,CREDIT,174072.99,2024-10-22,Net Banking,Entertainment
T04758,A0323,DEBIT,147784.28,2024-07-09,ATM,Utilities
T03366,A0144,DEBIT,100310.58,2024-04-25,UPI,Grocery
T03033,A0331,DEBIT,375828.78,2025-01-02,Credit Card,Utilities
T08081,A0341,CREDIT,316529.78,2024-04-12,UPI,Travel
T05600,A0468,DEBIT,329883.08,2025-12-15,Credit Card,Travel
T09429,A0397,DEBIT,284268.74,2025-08-14,Mobile Banking,Restaurant
T03179,A0179,DEBIT,90849.58,2025-01-22,UPI,Travel
T02706,A0228,DEBIT,326143.48,2024-11-01,Net Banking,Healthcare
T03214,A0308,CREDIT,107694.25,2026-04-20,Net Banking,Restaurant
T08971,A0001,DEBIT,347623.99,2024-11-03,UPI,Education
T04641,A0507,DEBIT,235568.52,2026-06-10,Debit Card,Fuel
T01276,A0259,CREDIT,255598.58,2024-11-13,UPI,Travel
T05860,A0074,DEBIT,393090.58,2024-07-04,UPI,Education
T05475,A0108,CREDIT,176783.68,2026-08-17,Debit Card,Fuel
T02520,A0176,CREDIT,46852.74,2024-07-28,Net Banking,Healthcare
T06264,A0034,CREDIT,161606.78,2025-05-06,Net Banking,Fuel
T04072,A0158,CREDIT,157264.71,2025-07-29,Mobile Banking,Healthcare
T04207,A0247,DEBIT,291628.36,2025-09-11,Net Banking,Fuel
T04527,A0145,DEBIT,275249.77,2024-12-11,Mobile Banking,Restaurant
T02624,A0537,DEBIT,433681.12,2026-08-01,UPI,Online Shopping
T00394,A0103,DEBIT,192056.88,2024-04-22,UPI,Retail
T02278,A0168,CREDIT,407551.86,2025-09-16,Debit Card,Healthcare
T00612,A0518,DEBIT,195417.88,2026-08-06,UPI,Restaurant
T04005,A0495,CREDIT,13951.62,2024-05-12,Debit Card,Online Shopping
T04937,A0082,DEBIT,44488.33,2026-07-21,Debit Card,Entertainment
T04587,A0470,CREDIT,28347.4,2025-07-27,Net Banking,Online Shopping
T09046,A0091,DEBIT,203911.86,2026-08-24,Debit Card,Utilities
T07042,A0051,DEBIT,179930.91,2025-04-30,Debit Card,Online Shopping
T09388,A0011,CREDIT,375775.98,2024-10-02,ATM,Online Shopping
T01989,A0554,DEBIT,355265.25,2024-06-28,Debit Card,Grocery
T08573,A0064,CREDIT,305070.7,2025-09-29,Mobile Banking,Entertainment
T05560,A0107,DEBIT,212120.98,2024-09-08,Debit Card,Retail
T06896,A0484,DEBIT,231380.17,2025-09-04,UPI,Travel
T06458,A0095,DEBIT,457732.71,2024-11-02,Net Banking,Fuel
T09664,A0052,CREDIT,-196.85,2023-01-16,ATM,Fuel
T00073,A0471,DEBIT,8035.72,2025-12-09,ATM,Retail
T00309,A0128,CREDIT,342021.23,2025-02-20,UPI,Utilities
T04687,A0322,DEBIT,374629.16,2026-02-23,UPI,Grocery
T00044,A0420,DEBIT,116487.86,2025-02-08,Debit Card,Education
T09301,A0458,DEBIT,316528.23,2024-11-11,UPI,Restaurant
T05891,A0202,DEBIT,234993.2,2024-03-12,Credit Card,Utilities
T02900,A0430,CREDIT,378808.91,2026-02-19,Mobile Banking,Grocery
T04867,A0420,CREDIT,92946.17,2025-04-23,UPI,Healthcare
T07362,A0307,CREDIT,70056.84,2025-10-05,Net Banking,Restaurant
T03674,A0387,DEBIT,214906.77,2025-08-26,Net Banking,Fuel
T06496,A0352,CREDIT,172199.81,2024-04-11,Credit Card,Fuel
T04296,A0056,DEBIT,406206.24,2025-12-21,Net Banking,Healthcare
T03957,A0156,CREDIT,193761.84,2025-08-13,ATM,Restaurant
T02479,A0079,CREDIT,446661.34,2025-09-30,Mobile Banking,Entertainment
T01120,A0414,DEBIT,188595.77,2025-05-17,UPI,Entertainment
T03839,A0329,CREDIT,278585.69,2026-05-31,UPI,Entertainment
T03816,A0090,CREDIT,352906.47,2024-10-25,Net Banking,Healthcare
T05894,A0528,CREDIT,377957.33,2024-08-13,UPI,Travel
T06516,A0361,CREDIT,79054.43,2025-03-30,Net Banking,Fuel
T05602,A0511,DEBIT,287433.27,2025-11-06,Net Banking,Education
T08501,A0258,CREDIT,84251.63,2024-04-13,UPI,Fuel
T04084,A0491,CREDIT,262050.3,2024-01-13,Credit Card,Grocery
T01168,A0315,CREDIT,196475.5,2025-04-26,UPI,Education
T08910,A0308,DEBIT,448832.49,2026-04-17,Debit Card,Restaurant
T02688,A0059,DEBIT,78891.55,2026-06-23,Net Banking,Utilities
T03925,A0401,DEBIT,477246.89,2025-04-18,Debit Card,Grocery
T01207,A0191,DEBIT,144102.94,2025-11-23,Net Banking,Retail
T07213,A0403,DEBIT,174821.99,2024-09-25,Credit Card,Utilities
T02236,A0437,CREDIT,128540.09,2024-12-04,UPI,Retail
T06062,A0241,DEBIT,116083.66,2025-03-18,Credit Card,Utilities
T03922,A0499,CREDIT,114811.08,2024-05-13,Debit Card,Online Shopping
T09593,A9999,CREDIT,5408.64,2025-02-10,ATM,Healthcare
T02457,A0324,CREDIT,280180.98,2025-03-11,Credit Card,Fuel
T05423,A0135,CREDIT,110601.54,2026-07-30,UPI,Fuel
T04267,A0020,CREDIT,10034.04,2026-07-19,Debit Card,Education
T07929,A0270,DEBIT,117812.34,2026-04-01,UPI,Fuel
T00026,A0242,CREDIT,175233.53,2024-10-18,Mobile Banking,Fuel
T08503,A0241,DEBIT,225063.97,2025-10-09,Net Banking,Online Shopping
T06817,A0391,CREDIT,13264.0,2026-07-13,Credit Card,Fuel
T04334,A0488,CREDIT,456191.01,2025-01-26,ATM,Online Shopping
T05189,A0134,CREDIT,244611.75,2026-03-24,UPI,Education
T02493,A0208,DEBIT,473560.8,2025-08-27,Net Banking,Education
T05885,A0002,CREDIT,218234.58,2025-08-31,ATM,Education
T08031,A0064,CREDIT,423463.4,2025-01-05,Net Banking,Entertainment
T06021,A0052,DEBIT,211072.18,2025-05-13,Mobile Banking,Restaurant
T02827,A0176,DEBIT,293697.4,2024-06-10,UPI,Travel
T08500,A0433,DEBIT,248595.27,2026-07-20,Debit Card,Grocery
T09848,A0148,DEBIT,29438.16,bad-date,UPI,Travel
T05834,A0320,CREDIT,257831.78,2026-04-09,Debit Card,Entertainment
T01606,A0055,DEBIT,104037.47,2025-02-24,Net Banking,Fuel
T03897,A0111,DEBIT,394880.08,2025-07-13,Net Banking,Grocery
T07392,A0570,DEBIT,441491.66,2025-09-19,Net Banking,Entertainment
T01104,A0348,DEBIT,375932.51,2025-06-20,Debit Card,Retail
T08760,A0107,DEBIT,44735.74,2024-03-29,ATM,Retail
T09844,A0093,DEBIT,11568.51,bad-date,ATM,Fuel
T09302,A0250,DEBIT,9320.11,2025-11-14,UPI,Fuel
T04350,A0015,DEBIT,1901.4,2025-12-14,Mobile Banking,Fuel
T07916,A0059,DEBIT,44597.34,2024-05-12,Debit Card,Retail
T01783,A0205,CREDIT,439344.15,2025-10-22,UPI,Restaurant
T00091,A0049,DEBIT,459203.91,2025-06-29,Credit Card,Utilities
T06609,A0521,CREDIT,271015.43,2024-07-03,Credit Card,Restaurant
T05349,A0448,DEBIT,61057.35,2024-06-01,Debit Card,Education
T06195,A0042,CREDIT,394276.42,2025-02-07,ATM,Education
T07972,A0329,CREDIT,303641.62,2025-09-07,Mobile Banking,Retail
T05887,A0289,CREDIT,153137.45,2025-08-17,ATM,Utilities
T06935,A0166,DEBIT,407396.05,2025-04-17,Credit Card,Utilities
T07233,A0383,CREDIT,194075.82,2026-07-11,Credit Card,Retail
T05373,A0313,DEBIT,430434.09,2025-03-18,ATM,Fuel
T01985,A0436,CREDIT,442411.13,2026-02-21,Mobile Banking,Fuel
T07739,A0224,CREDIT,441867.0,2024-10-14,UPI,Travel
T04342,A0171,CREDIT,31163.54,2024-07-17,ATM,Grocery
T03007,A0269,DEBIT,364491.36,2024-10-16,Net Banking,Entertainment
T07361,A0138,DEBIT,10016.87,2024-11-22,Mobile Banking,Entertainment
T07644,A0215,CREDIT,396696.13,2025-02-04,Debit Card,Utilities
T08202,A0184,CREDIT,371867.94,2025-01-06,UPI,Fuel
T03513,A0081,CREDIT,55926.5,2024-09-01,Mobile Banking,Utilities
T06790,A0429,CREDIT,418863.81,2026-08-31,Debit Card,Travel
T09374,A0411,CREDIT,140003.89,2024-02-06,Net Banking,Fuel
T04090,A0562,CREDIT,205886.89,2026-07-02,UPI,Restaurant
T09013,A0386,DEBIT,228029.99,2026-07-15,Debit Card,Education
T05027,A0038,DEBIT,302192.8,2025-05-20,Mobile Banking,Travel
T04317,A0565,CREDIT,463593.06,2025-09-03,UPI,Grocery
T00665,A0491,CREDIT,328329.48,2024-03-19,Debit Card,Education
T02448,A0474,CREDIT,410018.84,2024-11-02,Net Banking,Education
